iter	MultiClass
0	1.340490807
1	1.14294275
2	0.9920310786
3	0.865560261
4	0.7662563096
5	0.6791739192
6	0.6059778884
7	0.5427898061
8	0.4901908933
9	0.4428965755
10	0.4023731039
11	0.3675486985
12	0.3372615357
13	0.3089908626
14	0.2816859738
15	0.2574412768
16	0.237815743
17	0.2191635969
18	0.2016589538
19	0.1861278064
20	0.1706802825
21	0.1579570799
22	0.1462480047
23	0.1357406737
24	0.1255924936
25	0.115626226
26	0.1076918512
27	0.1001477514
28	0.09301816243
29	0.08642819548
30	0.08016823803
31	0.07500485608
32	0.07024753798
33	0.06500826663
34	0.06098129628
35	0.05702829027
36	0.05323019067
37	0.04964169358
38	0.0464499515
39	0.04355213715
40	0.04100687331
41	0.03814918471
42	0.03586974476
43	0.03382942415
44	0.03182755715
45	0.03007373983
46	0.02877141453
47	0.02724121713
48	0.02552612725
49	0.02418919157
50	0.02295518006
51	0.02185645073
52	0.02055305919
53	0.0196997421
54	0.01870547042
55	0.01785984112
56	0.01699106842
57	0.01633762928
58	0.01543947854
59	0.01484330244
60	0.01421847111
61	0.01366116691
62	0.01312481138
63	0.01241206341
64	0.01199326655
65	0.01155350567
66	0.011166541
67	0.0107216491
68	0.01034277354
69	0.01003338071
70	0.009725180849
71	0.009330963882
72	0.009000008177
73	0.008716598917
74	0.008506088283
75	0.008252142625
76	0.008020491899
77	0.007751132679
78	0.007560051829
79	0.007320407174
80	0.007138081137
81	0.006949599431
82	0.006729008165
83	0.006552215781
84	0.006361285095
85	0.006203376166
86	0.005977581558
87	0.005842347569
88	0.005658165858
89	0.005514927628
90	0.00539596515
91	0.005256350077
92	0.005156752005
93	0.005045388924
94	0.00492279773
95	0.004816939643
96	0.004729536668
97	0.004621428549
98	0.004516215654
99	0.004416941623
100	0.004345231806
101	0.004268761609
102	0.004218595429
103	0.004154668583
104	0.004070949443
105	0.003989375448
106	0.003927856241
107	0.003853003516
108	0.00377886886
109	0.003708081982
110	0.003637298375
111	0.003569290008
112	0.00351866513
113	0.00346865516
114	0.003409329238
115	0.003350149437
116	0.003307628827
117	0.003252577174
118	0.003197999781
119	0.003159361002
120	0.003118589731
121	0.003068587833
122	0.003031307549
123	0.002998338016
124	0.002957866092
125	0.002911363121
126	0.002867483994
127	0.002836263046
128	0.002794103274
129	0.00275429851
130	0.002722884241
131	0.002686837201
132	0.002658185302
133	0.002621530556
134	0.002591910774
135	0.002564890876
136	0.002528723097
137	0.002495547636
138	0.002469460468
139	0.002437672255
140	0.0024137866
141	0.002383151869
142	0.00235623158
143	0.002330027277
144	0.002301458762
145	0.002281036775
146	0.002253620579
147	0.002223029786
148	0.00220823528
149	0.00218007084
150	0.002160024938
151	0.002144134435
152	0.002126424777
153	0.002110366676
154	0.002092543118
155	0.002069058817
156	0.002050993603
157	0.002035001763
158	0.002012606682
159	0.001993031753
160	0.001977544673
161	0.001967583084
162	0.001945070552
163	0.001931322097
164	0.001921203433
165	0.001905505208
166	0.001890877365
167	0.001861788458
