precipitation,temp_max,temp_min,wind,weather,temp_avg,temp_diff
-0.7305304362813809,-0.5056610531444387,-0.6495042308645443,1.1603810301542523,drizzle,-0.5818053537822945,-0.11781631673397323
1.7779133375482898,-0.8046188685571998,-1.0863596374782374,1.034422378411844,rain,-0.9479297105684087,-0.11781631673397347
0.013754625131225114,-0.6551399608508194,-0.2126488242508513,-0.5992077279716466,rain,-0.4902742645857661,-0.9813989075232785
1.7779133375482898,-0.5871950028024646,-0.5303618472426281,1.1603810301542523,rain,-0.5818053537822947,-0.4318463497482662
0.3241410197614436,-1.035631725921606,-1.0863596374782374,1.9758368729911804,rain,-1.089386848417589,-0.5626921968375546
0.8557810924044277,-1.647136348356799,-1.2055020211001537,-0.6892583708779347,rain,-1.5137582619651302,-1.5832898041340058
-0.7305304362813809,-1.2666445832860123,-1.0863596374782374,-0.5992077279716466,rain,-1.2308439862667695,-1.007568076941136
-0.7305304362813809,-0.8861528182152255,-1.0863596374782374,-0.8757222934187406,sun,-0.9978557592210604,-0.2748313332411197
1.3812038841356842,-0.9676867678732511,-0.6495042308645443,0.28503625847327907,rain,-0.8647196294806554,-1.007568076941136
0.14716741339158415,-1.4161234909923928,-1.5232150440919305,0.28503625847327907,rain,-1.505437253856355,-0.719707213344701
-0.7305304362813809,-1.4161234909923928,-1.860785131020693,1.4045012271547255,sun,-1.6468943917055354,-0.2748313332411199
-0.7305304362813809,-1.4161234909923928,-1.9799275146426092,-0.972454180046847,sun,-1.6968204403581875,-0.11781631673397347
-0.7305304362813809,-1.5656023986987733,-2.198355217949456,-1.615995900912446,sun,-1.8798826187512445,-0.11781631673397347
1.3324959431465868,-1.647136348356799,-1.5232150440919305,1.5229688479852574,snow,-1.6468943917055354,-1.1645830934482821
1.6000661538170333,-2.0955730714759406,-2.2976405376343862,0.13631462165570457,snow,-2.2460069755373584,-1.007568076941136
0.8557810924044277,-2.014039121817915,-2.198355217949456,1.3443961863396092,snow,-2.15447588634083,-0.9813989075232782
1.7779133375482898,-1.7966152560631794,-1.6423574277138466,1.6965551301908908,snow,-1.7883515295547159,-1.295428940537571
1.7779133375482898,-2.2450519791823207,-2.198355217949456,1.3443961863396092,snow,-2.29593302419001,-1.4262747876268596
1.7779133375482898,-2.3945308868887016,-2.198355217949456,-1.2790409706221384,snow,-2.387464113386539,-1.7141356512232946
1.7779133375482898,-1.2666445832860123,-1.860785131020693,-0.5992077279716466,snow,-1.555363302509007,0.013029530355315374
1.7514402408895422,-1.3345895413343671,-1.2055020211001537,1.2223551651974391,rain,-1.322375075463298,-0.9813989075232782
-0.7305304362813809,-1.1171656755796315,-1.4239297244070002,0.4294443626067481,rain,-1.2807700349194213,-0.27483133324111947
1.7779133375482898,-0.8861528182152255,-1.2055020211001537,1.4045012271547255,rain,-1.0477818078737124,-0.11781631673397347
1.7779133375482898,-1.035631725921606,-0.7686466144864605,1.5813643120795755,rain,-0.9562507186771838,-0.9813989075232782
1.4953577409163379,-1.035631725921606,-1.4239297244070002,1.2223551651974391,rain,-1.2308439862667695,-0.11781631673397323
-0.7305304362813809,-1.3345895413343671,-2.0792128343275396,-1.4997282534445104,drizzle,-1.688499432249412,0.17004454686246162
-0.7305304362813809,-1.3345895413343671,-1.5232150440919305,-0.6892583708779347,rain,-1.455511205203703,-0.5626921968375546
1.7779133375482898,-0.9676867678732511,-0.8679319341713908,1.034422378411844,rain,-0.9562507186771838,-0.719707213344701
1.2018388694344084,-1.1171656755796315,-0.43107652755769793,1.4045012271547255,rain,-0.8647196294806554,-1.5832898041340056
0.5732254957724753,-0.9676867678732511,-0.43107652755769793,0.6387321060737969,rain,-0.7731885402841269,-1.2954289405375707
1.7779133375482898,-1.035631725921606,-0.9870743177933071,-0.25723653537189806,rain,-1.0477818078737124,-0.6935380439268432
-0.7305304362813809,-1.1171656755796315,-1.3047873407850838,-0.3402116106693291,sun,-1.2308439862667695,-0.43184634974826597
-0.7305304362813809,-0.28823718738970344,-1.2055020211001537,1.5229688479852574,sun,-0.6816574510875982,1.033627137651766
-0.7305304362813809,-0.12516928807365207,-0.6495042308645443,0.9056321340801091,sun,-0.34881712673658544,0.6149204269660427
-0.7305304362813809,-0.3561821454380582,-1.3047873407850838,-0.09577409207507885,sun,-0.7648675321753515,1.0336271376517667
-0.7305304362813809,-0.05722433002529707,-1.3047873407850838,1.3443961863396092,sun,-0.5818053537822945,1.6093488648446368
-0.3983115984753588,-0.12516928807365207,-0.09350644062893508,1.5229688479852574,rain,-0.11582889969087672,-0.11781631673397347
0.959915111856797,-0.8861528182152255,-0.6495042308645443,-0.25723653537189806,rain,-0.8147935808280035,-0.8505530604339896
0.8557810924044277,-0.736673910508845,-0.09350644062893508,-0.5110943376402537,rain,-0.4902742645857661,-1.295428940537571
0.8557810924044277,-0.5056610531444387,-0.3119341439357815,-0.01713185619895313,rain,-0.4403482159331141,-0.5626921968375546
0.013754625131225114,-1.035631725921606,-0.5303618472426281,0.28503625847327907,rain,-0.85639862137188,-1.2954289405375707
0.14716741339158415,-1.1171656755796315,-0.6495042308645443,-1.615995900912446,rain,-0.9562507186771838,-1.2954289405375707
1.7779133375482898,-1.2666445832860123,-0.7686466144864605,-1.4997282534445104,rain,-1.0977078565263643,-1.4262747876268596
0.8557810924044277,-1.3345895413343671,-1.4239297244070002,0.06021023930487327,rain,-1.4139061646598263,-0.6935380439268434
-0.7305304362813809,-1.2666445832860123,-1.5232150440919305,-1.0717669430281993,drizzle,-1.4139061646598263,-0.43184634974826597
